article_id,created_at,likes_counts,region,content,author_name,author_gender,author_address,author_avatar
5030420561531428,2024-05-05 00:07:54,0,四川,雷总，我的偶像,歆Axin,f,其他,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008D7cv7ly8hnf7qd2fxpj30u00u0414.jpg?KID=imgbed,tva&Expires=1714858302&ssig=A43PtCaddA"
5030420561531428,2024-05-05 00:02:34,0,广东,小米su7是否有叶子板设计缺陷问题?都看到十几例了啦，是不是广东就不配开小米su7吗[允悲]在生产中了的准车主很担心,想早上睡到自然醒的设计仔,m,广东 广州,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008qkLRDly8h9ysog8hnij30u00u0gs0.jpg?KID=imgbed,tva&Expires=1714858302&ssig=ZkR9fZaciQ"
5030420561531428,2024-05-05 00:01:48,2,海南,热爱是永远的理由和答案,點滴_l,m,海南 海口,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/a7c7ae91ly8ftdqg0l8oqj20ro0rotaw.jpg?KID=imgbed,tva&Expires=1714858302&ssig=ISLpy4JSNv"
5030420561531428,2024-05-05 00:01:32,0,湖北,排面拉满[打call],澎湃数科,m,湖北,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/3b9b9f42ly8hixno3lgvhj20u00u0ju4.jpg?KID=imgbed,tva&Expires=1714858302&ssig=h%2Bi8%2BBU8qj"
5030420561531428,2024-05-04 23:59:58,0,江苏,转发微博,Jennyni1122,f,江苏 苏州,"https://tva3.sinaimg.cn/crop.0.0.180.180.180/663b5163jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1714858302&ssig=FZPGWMQ2TF"
5030420561531428,2024-05-04 23:59:36,1,广东,年轻人， 还是要有年轻的魄力，敢想敢干最重要，不要听人家这个建议，那个建议，先干了再说，你去试一下，说不定就成了。人生是一场马拉松，一时的成败得失都不重要，任何的成功背后都需要认知的改变和认知的突破。要相信梦想，相信坚持，相信生生不息的力量，要相信那些美好而坚韧的东西[太开心],红岁爱研数码,m,广东 清远,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008tMpGUly8hnm32g0jqxj30u00u0q6c.jpg?KID=imgbed,tva&Expires=1714858302&ssig=Q%2BoPnVB9bL"
5030420561531428,2024-05-04 23:59:20,2,广东,加油雷总[太开心],红岁爱研数码,m,广东 清远,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008tMpGUly8hnm32g0jqxj30u00u0q6c.jpg?KID=imgbed,tva&Expires=1714858302&ssig=Q%2BoPnVB9bL"
5030420561531428,2024-05-04 23:59:11,0,黑龙江,寄语年轻人的中肯诚挚！有点儿喜欢@雷军 了,柚子橘子熟了,m,黑龙江 哈尔滨,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/8ae62e85ly8hoknstdiefj20dw0dwaar.jpg?KID=imgbed,tva&Expires=1714858302&ssig=gEoYzf9Y2P"
5030420561531428,2024-05-04 23:59:08,0,云南,雷总，hyper os改改吧，比起别家落后啦[doge][doge][doge],BJJ不尴尬I火锅,m,其他,"https://tvax2.sinaimg.cn/crop.0.0.40.40.180/007BPRKDly4fzhg55jzanj30140140op.jpg?KID=imgbed,tva&Expires=1714858302&ssig=N7bJh5XSh7"
5030420561531428,2024-05-04 23:58:57,0,广东,@搬砖人xxl 科技行业，敢做梦,Vanessa_SK,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.852.852.180/bd9fa6f6ly8hp026ukac6j20no0nojsk.jpg?KID=imgbed,tva&Expires=1714858302&ssig=hVKlWRbuj5"
